"samples","sample.rate","length.secs","file.size","file.location","filename","channels","bits","drive.id","device.id","timestamp"
536829312,44100,12173,2147350016,"G://DATA BACK UP 2012-2015/2013_SONGMETER/POPA02-03_Timber-Fulton_NB27-06/20130623-20130629/MMP-POPA02_20130626_040000.wav","MMP-POPA02_20130626_040000.wav",2,16,"13","02",2013-06-26 04:00:00
98034304,44100,2223,392169984,"G://DATA BACK UP 2012-2015/2013_SONGMETER/POPA02-03_Timber-Fulton_NB27-06/20130623-20130629/MMP-POPA02_20130626_072259.wav","MMP-POPA02_20130626_072259.wav",2,16,"13","02",2013-06-26 07:22:59
536829312,44100,12173,2147350016,"G://DATA BACK UP 2012-2015/2013_SONGMETER/POPA02-03_Timber-Fulton_NB27-06/20130623-20130629/MMP-POPA02_20130626_190000.wav","MMP-POPA02_20130626_190000.wav",2,16,"13","02",2013-06-26 19:00:00
137724416,44100,3123,550930432,"G://DATA BACK UP 2012-2015/2013_SONGMETER/POPA02-03_Timber-Fulton_NB27-06/20130623-20130629/MMP-POPA02_20130626_222259.wav","MMP-POPA02_20130626_222259.wav",2,16,"13","02",2013-06-26 22:22:59
39690112,44100,900,158793216,"G://DATA BACK UP 2012-2015/2013_SONGMETER/POPA02-03_Timber-Fulton_NB27-06/20130623-20130629/MMP-POPA02_20130627_000000.wav","MMP-POPA02_20130627_000000.wav",2,16,"13","02",2013-06-27 00:00:00
39690112,44100,900,158793216,"G://DATA BACK UP 2012-2015/2013_SONGMETER/POPA02-03_Timber-Fulton_NB27-06/20130623-20130629/MMP-POPA02_20130627_010000.wav","MMP-POPA02_20130627_010000.wav",2,16,"13","02",2013-06-27 01:00:00
39690112,44100,900,158793216,"G://DATA BACK UP 2012-2015/2013_SONGMETER/POPA02-03_Timber-Fulton_NB27-06/20130623-20130629/MMP-POPA02_20130627_020000.wav","MMP-POPA02_20130627_020000.wav",2,16,"13","02",2013-06-27 02:00:00
39690112,44100,900,158793216,"G://DATA BACK UP 2012-2015/2013_SONGMETER/POPA02-03_Timber-Fulton_NB27-06/20130623-20130629/MMP-POPA02_20130627_030000.wav","MMP-POPA02_20130627_030000.wav",2,16,"13","02",2013-06-27 03:00:00
536829312,44100,12173,2147350016,"G://DATA BACK UP 2012-2015/2013_SONGMETER/POPA02-03_Timber-Fulton_NB27-06/20130623-20130629/MMP-POPA02_20130627_040000.wav","MMP-POPA02_20130627_040000.wav",2,16,"13","02",2013-06-27 04:00:00
98034304,44100,2223,392169984,"G://DATA BACK UP 2012-2015/2013_SONGMETER/POPA02-03_Timber-Fulton_NB27-06/20130623-20130629/MMP-POPA02_20130627_072259.wav","MMP-POPA02_20130627_072259.wav",2,16,"13","02",2013-06-27 07:22:59
536829312,44100,12173,2147350016,"G://DATA BACK UP 2012-2015/2013_SONGMETER/POPA02-03_Timber-Fulton_NB27-06/20130623-20130629/MMP-POPA02_20130627_190000.wav","MMP-POPA02_20130627_190000.wav",2,16,"13","02",2013-06-27 19:00:00
137724416,44100,3123,550930432,"G://DATA BACK UP 2012-2015/2013_SONGMETER/POPA02-03_Timber-Fulton_NB27-06/20130623-20130629/MMP-POPA02_20130627_222259.wav","MMP-POPA02_20130627_222259.wav",2,16,"13","02",2013-06-27 22:22:59
39690112,44100,900,158793216,"G://DATA BACK UP 2012-2015/2013_SONGMETER/POPA02-03_Timber-Fulton_NB27-06/20130623-20130629/MMP-POPA02_20130628_000000.wav","MMP-POPA02_20130628_000000.wav",2,16,"13","02",2013-06-28 00:00:00
39690112,44100,900,158793216,"G://DATA BACK UP 2012-2015/2013_SONGMETER/POPA02-03_Timber-Fulton_NB27-06/20130623-20130629/MMP-POPA02_20130628_010000.wav","MMP-POPA02_20130628_010000.wav",2,16,"13","02",2013-06-28 01:00:00
